image_name,count,img_size
hpccsystems/platform-build-ubuntu-20.04:candidate-9.0.x,260,4074618611
hpccsystems/platform-build-ubuntu-20.04:candidate-9.4.x,260,9284315847
hpccsystems/platform-build-ubuntu-22.10:27c4f0f8,258,3720294217
hpccsystems/platform-build-ubuntu-22.10:6804a2e5,258,3723841959
hpccsystems/platform-build-ubuntu-22.10:b4e3fc2b,258,3719967968
hpccsystems/platform-build-ubuntu-22.10:b9cba616,258,3719962044
hpccsystems/platform-build-ubuntu-22.10:candidate-9.2.x,258,3723841959
hpccsystems/platform-core-ubuntu-22.04:candidate-9.0.x,258,2176735366
hpccsystems/platform-core-ubuntu-22.04:candidate-9.4.x,258,2300455824
hpccsystems/platform-build-base-ubuntu-23.04:hpcc-platform-9.4.x,257,8134917944
hpccsystems/platform-build-base-ubuntu-23.04:c6a33e52,242,3184896315
hpccsystems/platform-build-base-ubuntu-23.04:hpcc-platform-8.12.x,242,3184896315
hpccsystems/platform-build-base-ubuntu-23.10:5389d79a,236,8841019795
hpccsystems/platform-build-vcpkg-amazonlinux:hpcc-platform-9.4.x,233,8509957659
hpccsystems/platform-build-base-ubuntu-23.10:a65a3776,229,8841845370
hpccsystems/platform-core-ubuntu-22.04:community_8.12.90-rc1,228,
hpccsystems/platform-core-ubuntu-22.04:community_9.0.80-rc1,228,
hpccsystems/platform-core-ubuntu-22.04:candidate-8.12.x,224,
hpccsystems/platform-build-base-ubuntu-22.10:babd19ff,214,3098266720
hpccsystems/platform-build-vcpkg-amazonlinux:962b4a7a,212,8509957659
hpccsystems/platform-build-base-ubuntu-22.10:22a0bfeb,205,3135999931
hpccsystems/platform-build-base-ubuntu-22.10:b9cba616,205,3097478637
hpccsystems/platform-build-base-ubuntu-22.10:hpcc-platform-8.12.x,205,3135999931
hpccsystems/platform-build-base-ubuntu-22.10:hpcc-platform-9.2.x,205,3097478637
hpccsystems/platform-build-base-ubuntu-23.04:5ded2462,188,3159681820
hpccsystems/platform-build-base-ubuntu-23.04:hpcc-platform-9.2.x,188,3159681820
hpccsystems/platform-build-amazonlinux:candidate-8.12.x,157,5557555008
hpccsystems/platform-build-amazonlinux:candidate-9.0.x,157,5559839391
hpccsystems/platform-build-amazonlinux:candidate-9.4.x,45,9962254587
hpccsystems/platform-build-base-amazonlinux:hpcc-platform-9.4.x,45,9962220207
hpccsystems/platform-build-base-amazonlinux:2581536d,30,5182128817
hpccsystems/platform-build-base-amazonlinux:hpcc-platform-8.12.x,30,5182128817
hpccsystems/platform-build-base-amazonlinux:hpcc-platform-9.2.x,24,4208259724
hpccsystems/platform-build-base-amazonlinux:5ded2462,2,
hpccsystems/platform-build-base-centos-8:2581536d,2,
